"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","has4Prod","has3Prod","hasManyProd","ageAtStartOfTenure","depositRate","savingsToSalaryRatio","salaryToAgeSq","ageGroup","salaryQuartile"
829,"Spain","Female",26,8,101440.36,"2","1","1",19324.5,"0",FALSE,FALSE,FALSE,18,11271.1511111111,0.58325706285343,28.5865384615385,"26-30","1Q"
716,"France","Male",38,4,0,"2","1","0",189678.7,"0",FALSE,FALSE,FALSE,34,0,0,131.356440443213,"36-40","4Q"
671,"France","Male",34,7,106603.74,"2","1","1",26387.71,"0",FALSE,FALSE,FALSE,27,13325.4675,0.504987643869059,22.8267387543253,"31-35","1Q"
835,"Germany","Female",29,10,130420.2,"2","0","0",106276.55,"0",FALSE,FALSE,FALSE,19,11856.3818181818,0.111561598661058,126.369262782402,"26-30","3Q"
636,"France","Female",38,1,0,"1","1","0",45015.38,"0",FALSE,FALSE,FALSE,37,0,0,31.1740858725762,"36-40","1Q"
649,"Spain","Male",29,2,45022.23,"1","1","1",173495.77,"0",FALSE,FALSE,FALSE,27,15007.41,0.0865001492543594,206.296991676575,"26-30","4Q"
621,"Germany","Male",27,1,74298.43,"1","1","1",52581.96,"0",FALSE,FALSE,FALSE,26,37149.215,0.706501146020422,72.1288888888889,"26-30","2Q"
658,"Germany","Female",31,3,133003.03,"1","0","1",146339.27,"1",FALSE,FALSE,FALSE,28,33250.7575,0.227216915186197,152.278116545265,"31-35","3Q"
784,"Spain","Male",48,7,0,"2","1","1",182609.97,"0",FALSE,FALSE,FALSE,41,0,0,79.2577994791667,"46-50","4Q"
783,"Spain","Female",37,1,136689.66,"1","1","0",197890.65,"0",FALSE,FALSE,FALSE,36,68344.83,0.345366645670222,144.551241782323,"36-40","4Q"
615,"France","Male",32,4,0,"2","1","1",6225.63,"0",FALSE,FALSE,FALSE,28,0,0,6.079716796875,"31-35","1Q"
791,"France","Female",44,5,0,"2","1","1",123977.86,"1",FALSE,FALSE,FALSE,39,0,0,64.0381508264463,"41-45","3Q"
762,"France","Male",53,1,102520.37,"1","1","1",170195.4,"0",FALSE,FALSE,FALSE,52,51260.185,0.301184315204759,60.5893200427198,"51-55","4Q"
607,"France","Male",35,2,0,"2","1","1",114190.3,"0",FALSE,FALSE,FALSE,33,0,0,93.2165714285714,"31-35","3Q"
601,"France","Female",34,5,0,"2","1","0",27022.57,"0",FALSE,FALSE,FALSE,29,0,0,23.3759256055363,"31-35","1Q"
540,"Spain","Male",67,1,88382.01,"1","0","1",59457,"0",FALSE,FALSE,FALSE,66,44191.005,0.743243100055502,13.2450434395188,"66-70","2Q"
812,"France","Male",44,4,115049.15,"2","1","0",165038.41,"0",FALSE,FALSE,FALSE,40,23009.83,0.139421059618788,85.2471126033058,"41-45","4Q"
685,"France","Male",58,1,104796.54,"1","1","1",154181.41,"0",FALSE,FALSE,FALSE,57,52398.27,0.339848169763138,45.8327615933413,"56-60","4Q"
680,"France","Male",33,1,123082.08,"1","1","0",134960.98,"0",FALSE,FALSE,FALSE,32,61541.04,0.455991353945414,123.931111111111,"31-35","3Q"
680,"Spain","Female",58,8,0,"2","1","1",65708.5,"0",FALSE,FALSE,FALSE,50,0,0,19.5328478002378,"56-60","2Q"
631,"France","Female",33,8,0,"2","0","0",117374.22,"0",FALSE,FALSE,FALSE,25,0,0,107.781652892562,"31-35","3Q"
569,"France","Female",43,7,0,"2","1","1",77703.19,"0",FALSE,FALSE,FALSE,36,0,0,42.0244402379665,"41-45","2Q"
584,"Germany","Male",33,3,88311.48,"2","1","1",177651.38,"0",FALSE,FALSE,FALSE,30,22077.87,0.124276377701091,163.132580348944,"31-35","4Q"
582,"France","Female",40,9,0,"3","1","1",60954.45,"0",FALSE,TRUE,TRUE,31,0,0,38.09653125,"36-40","2Q"
609,"France","Male",32,7,71872.19,"1","1","1",151924.9,"0",FALSE,FALSE,FALSE,25,8984.02375,0.0591346365868926,148.36416015625,"31-35","4Q"
506,"Spain","Male",35,6,110046.93,"2","1","0",26318.73,"0",FALSE,FALSE,FALSE,29,15720.99,0.597330874248111,21.4846775510204,"31-35","1Q"
503,"France","Male",42,8,104430.08,"1","1","1",147557.71,"0",FALSE,FALSE,FALSE,34,11603.3422222222,0.0786359602776583,83.6494954648526,"41-45","3Q"
503,"France","Female",28,5,0,"2","1","0",125918.17,"0",FALSE,FALSE,FALSE,23,0,0,160.609910714286,"26-30","3Q"
806,"Germany","Male",31,10,138653.51,"1","1","0",190803.37,"0",FALSE,FALSE,FALSE,21,12604.8645454545,0.0660620645508229,198.54669094693,"31-35","4Q"
653,"France","Female",31,7,102575.04,"1","1","1",11043.54,"0",FALSE,FALSE,FALSE,24,12821.88,1.16102988715575,11.4917169614984,"31-35","1Q"
666,"France","Male",43,7,137780.74,"2","1","1",119100.05,"1",FALSE,FALSE,FALSE,36,17222.5925,0.144606089586024,64.4132233639805,"41-45","3Q"
674,"Spain","Male",32,2,0,"2","1","0",140579.17,"0",FALSE,FALSE,FALSE,30,0,0,137.284345703125,"31-35","3Q"
798,"France","Male",32,7,0,"2","0","1",37731.95,"0",FALSE,FALSE,FALSE,25,0,0,36.847607421875,"31-35","1Q"
740,"France","Female",30,8,105209.54,"1","1","0",1852.58,"0",FALSE,FALSE,FALSE,22,11689.9488888889,6.31009127211181,2.05842222222222,"26-30","1Q"
531,"Germany","Female",32,0,109570.21,"2","1","1",172049.84,"0",FALSE,FALSE,FALSE,32,109570.21,0.636851565802096,168.017421875,"31-35","4Q"
614,"Germany","Female",44,6,118715.86,"1","1","0",133591.11,"1",FALSE,FALSE,FALSE,38,16959.4085714286,0.12695012842867,69.0036725206612,"41-45","3Q"
556,"France","Male",35,10,0,"2","1","1",192751.18,"0",FALSE,FALSE,FALSE,25,0,0,157.347902040816,"31-35","4Q"
678,"Germany","Female",43,2,153393.18,"2","1","1",193828.27,"0",FALSE,FALSE,FALSE,41,51131.06,0.263795678514801,104.828702001082,"41-45","4Q"
587,"Germany","Male",33,6,132603.36,"1","1","0",55775.72,"0",FALSE,FALSE,FALSE,27,18943.3371428571,0.339634112170262,51.2173737373737,"31-35","2Q"
527,"Spain","Female",36,6,0,"2","1","1",102280.29,"0",FALSE,FALSE,FALSE,30,0,0,78.9199768518518,"36-40","3Q"
757,"Germany","Female",34,1,129398.01,"2","0","0",44965.44,"0",FALSE,FALSE,FALSE,33,64699.005,1.43886071169325,38.8974394463668,"31-35","1Q"
468,"Spain","Male",28,3,0,"2","1","0",170661.02,"0",FALSE,FALSE,FALSE,25,0,0,217.67987244898,"26-30","4Q"
693,"France","Male",29,2,151352.74,"1","0","0",197145.89,"0",FALSE,FALSE,FALSE,27,50450.9133333333,0.255906493071366,234.418418549346,"26-30","4Q"
483,"France","Female",44,5,136836.49,"1","1","0",192359.9,"1",FALSE,FALSE,FALSE,39,22806.0816666667,0.118559438150398,99.3594524793388,"41-45","4Q"
466,"France","Male",40,4,91592.06,"1","1","0",141210.18,"1",FALSE,FALSE,FALSE,36,18318.412,0.129724443379365,88.2563625,"36-40","3Q"
770,"France","Female",30,8,0,"2","1","0",100557.03,"0",FALSE,FALSE,FALSE,22,0,0,111.730033333333,"26-30","3Q"
734,"France","Female",54,3,0,"1","1","0",130805.54,"1",FALSE,FALSE,FALSE,51,0,0,44.8578669410151,"51-55","3Q"
716,"France","Female",22,8,0,"2","1","1",92606.98,"0",FALSE,FALSE,FALSE,14,0,0,191.33673553719,"<25","2Q"
439,"France","Male",36,2,165536.28,"2","1","1",123956.83,"0",FALSE,FALSE,FALSE,34,55178.76,0.445144975069143,95.6457021604938,"36-40","3Q"
538,"Germany","Male",25,5,62482.95,"1","1","1",102758.43,"0",FALSE,FALSE,FALSE,20,10413.825,0.101342780344153,164.413488,"<25","3Q"
743,"France","Male",40,8,68155.59,"1","1","0",94876.65,"0",FALSE,FALSE,FALSE,32,7572.84333333333,0.0798177774334711,59.29790625,"36-40","2Q"
734,"Spain","Female",43,3,55853.33,"2","0","1",94811.85,"1",FALSE,FALSE,FALSE,40,13963.3325,0.147274127653874,51.2773661438615,"41-45","2Q"
656,"France","Male",37,2,0,"2","0","1",67840.81,"0",FALSE,FALSE,FALSE,35,0,0,49.5550109569028,"36-40","2Q"
666,"France","Female",31,2,79589.43,"1","0","0",4050.57,"0",FALSE,FALSE,FALSE,29,26529.81,6.54964856797932,4.21495317377732,"31-35","1Q"
627,"Spain","Male",41,5,100880.76,"1","0","1",134665.25,"0",FALSE,FALSE,FALSE,36,16813.46,0.124853739179187,80.1102022605592,"41-45","3Q"
480,"Germany","Female",25,3,174330.35,"2","0","0",181647.13,"0",FALSE,FALSE,FALSE,22,43582.5875,0.23992995375154,290.635408,"<25","4Q"
792,"France","Male",19,7,143390.51,"1","1","0",33282.84,"0",FALSE,FALSE,FALSE,12,17923.81375,0.538530178013655,92.1962326869806,"<25","1Q"
613,"Germany","Male",59,8,91415.76,"1","0","0",27965,"1",FALSE,FALSE,FALSE,51,10157.3066666667,0.363214971094821,8.03361103131284,"56-60","1Q"
476,"Germany","Male",30,3,134366.42,"1","1","0",68343.53,"0",FALSE,FALSE,FALSE,27,33591.605,0.491511120365015,75.9372555555556,"26-30","2Q"
539,"France","Female",24,3,0,"2","1","1",198161.07,"0",FALSE,FALSE,FALSE,21,0,0,344.029635416667,"<25","4Q"
696,"Spain","Male",60,8,88786.81,"1","1","1",196858.4,"0",FALSE,FALSE,FALSE,52,9865.20111111111,0.0501131834410475,54.6828888888889,"56-60","4Q"
810,"Germany","Male",35,3,96814.46,"2","1","1",120511.03,"0",FALSE,FALSE,FALSE,32,24203.615,0.200841491438585,98.3763510204082,"31-35","3Q"
763,"Germany","Male",32,9,160680.41,"1","1","0",30886.35,"0",FALSE,FALSE,FALSE,23,16068.041,0.520231137703225,30.162451171875,"31-35","1Q"
640,"France","Female",29,3,0,"2","1","0",2743.69,"0",FALSE,FALSE,FALSE,26,0,0,3.26241379310345,"26-30","1Q"
655,"France","Female",47,10,0,"2","1","0",167778.62,"0",FALSE,FALSE,FALSE,37,0,0,75.9522951561793,"46-50","4Q"
526,"Germany","Male",31,5,145537.21,"1","1","0",132404.64,"0",FALSE,FALSE,FALSE,26,24256.2016666667,0.183197519865366,137.777981269511,"31-35","3Q"
678,"France","Female",28,4,0,"2","1","1",144423.17,"1",FALSE,FALSE,FALSE,24,0,0,184.213227040816,"26-30","3Q"
554,"France","Female",45,6,0,"2","1","1",181204.5,"0",FALSE,FALSE,FALSE,39,0,0,89.4837037037037,"41-45","4Q"
597,"Spain","Female",30,2,119370.11,"1","1","1",182726.22,"1",FALSE,FALSE,FALSE,28,39790.0366666667,0.217757674113035,203.029133333333,"26-30","4Q"
560,"Spain","Female",28,1,0,"2","1","1",120880.72,"0",FALSE,FALSE,FALSE,27,0,0,154.184591836735,"26-30","3Q"
850,"Germany","Female",47,10,134381.52,"1","0","0",26812.89,"1",FALSE,FALSE,FALSE,37,12216.5018181818,0.455620480231031,12.1380217292893,"46-50","1Q"
546,"Germany","Female",74,8,114888.74,"2","1","1",66732.63,"1",FALSE,FALSE,FALSE,66,12765.4155555556,0.191291959504002,12.1863823959094,"71-75","2Q"
623,"Germany","Male",42,1,149332.48,"2","1","0",100834.22,"0",FALSE,FALSE,FALSE,41,74666.24,0.740485124990306,57.1622562358277,"41-45","3Q"
698,"France","Female",40,7,105061.74,"3","1","0",107815.31,"1",FALSE,TRUE,TRUE,33,13132.7175,0.121807538280046,67.38456875,"36-40","3Q"
620,"France","Male",32,7,0,"2","1","1",34665.79,"0",FALSE,FALSE,FALSE,25,0,0,33.853310546875,"31-35","1Q"
619,"France","Female",40,10,0,"1","1","1",147093.84,"1",FALSE,FALSE,FALSE,30,0,0,91.93365,"36-40","3Q"
561,"France","Male",21,4,0,"1","1","1",36942.35,"0",FALSE,FALSE,FALSE,17,0,0,83.7695011337868,"<25","1Q"
753,"France","Female",39,7,155062.8,"1","1","1",16460.77,"0",FALSE,FALSE,FALSE,32,19382.85,1.17751781964027,10.8223339907955,"36-40","1Q"
721,"Spain","Male",43,3,88798.34,"1","0","0",45610.63,"0",FALSE,FALSE,FALSE,40,22199.585,0.486719543229287,24.6677285018929,"41-45","1Q"
451,"France","Male",33,6,0,"2","1","0",184954.11,"0",FALSE,FALSE,FALSE,27,0,0,169.838484848485,"31-35","4Q"
680,"Germany","Female",51,5,143139.87,"1","0","0",47795.43,"1",FALSE,FALSE,FALSE,46,23856.645,0.499140712825473,18.3757900807382,"51-55","1Q"
590,"Spain","Female",23,7,0,"2","1","0",196789.9,"0",FALSE,FALSE,FALSE,16,0,0,372.00359168242,"<25","4Q"
634,"Germany","Male",27,3,107027.52,"1","1","0",173425.68,"0",FALSE,FALSE,FALSE,24,26756.88,0.154284417394241,237.895308641975,"26-30","4Q"
676,"France","Male",29,4,140720.93,"1","1","0",36221.18,"0",FALSE,FALSE,FALSE,25,28144.186,0.777009086948575,43.069179548157,"26-30","1Q"
642,"France","Male",30,8,80964.57,"2","1","0",174738.2,"0",FALSE,FALSE,FALSE,22,8996.06333333333,0.0514830949004473,194.153555555556,"26-30","4Q"
760,"France","Male",39,6,178585.46,"1","1","0",67131.3,"1",FALSE,FALSE,FALSE,33,25512.2085714286,0.38003447827509,44.136291913215,"36-40","2Q"
736,"Spain","Female",26,4,135889.13,"1","1","1",165692.03,"0",FALSE,FALSE,FALSE,22,27177.826,0.164026151408731,245.106553254438,"26-30","4Q"
656,"France","Male",43,7,134919.85,"1","1","0",194691.95,"0",FALSE,FALSE,FALSE,36,16864.98125,0.0866239269266141,105.29580854516,"41-45","4Q"
776,"Germany","Male",33,8,115130.34,"1","0","0",129525.5,"1",FALSE,FALSE,FALSE,25,12792.26,0.0987624830631806,118.939853076217,"31-35","3Q"
832,"Spain","Female",34,6,138190.13,"2","0","1",146511.2,"0",FALSE,FALSE,FALSE,28,19741.4471428571,0.134743604194472,126.739792387543,"31-35","3Q"
631,"Germany","Male",37,9,131519.49,"2","1","1",51752.18,"0",FALSE,FALSE,FALSE,28,13151.949,0.254133236512935,37.8029072315559,"36-40","2Q"
795,"Spain","Female",56,5,0,"1","1","0",35418.69,"1",FALSE,FALSE,FALSE,51,0,0,11.294225127551,"56-60","1Q"
648,"Germany","Female",39,3,126935.98,"2","0","1",57995.74,"0",FALSE,FALSE,FALSE,36,31733.995,0.547178034110781,38.130006574622,"36-40","2Q"
615,"France","Male",39,4,133707.09,"1","1","1",108152.75,"0",FALSE,FALSE,FALSE,35,26741.418,0.247256015219215,71.1063445101907,"36-40","3Q"
682,"France","Female",27,1,97893.2,"1","1","0",166144.98,"0",FALSE,FALSE,FALSE,26,48946.6,0.294601738794636,227.908065843621,"26-30","4Q"
694,"France","Male",34,5,127900.03,"1","1","0",101737.8,"0",FALSE,FALSE,FALSE,29,21316.6716666667,0.209525581117998,88.0084775086505,"31-35","3Q"
694,"France","Male",37,10,143835.47,"1","0","1",33326.71,"0",FALSE,FALSE,FALSE,27,13075.9518181818,0.392356515785141,24.3438349159971,"36-40","1Q"
607,"France","Male",44,0,0,"2","1","1",81140.09,"0",FALSE,FALSE,FALSE,44,0,0,41.9112035123967,"41-45","2Q"
664,"France","Male",48,10,0,"1","1","0",140173.17,"1",FALSE,FALSE,FALSE,38,0,0,60.8390494791667,"46-50","3Q"
756,"France","Male",60,2,0,"1","1","1",166513.49,"1",FALSE,FALSE,FALSE,58,0,0,46.2537472222222,"56-60","4Q"
645,"France","Female",40,3,129596.77,"1","1","1",103232.6,"0",FALSE,FALSE,FALSE,37,32399.1925,0.3138465223195,64.520375,"36-40","3Q"
653,"Spain","Male",30,4,0,"2","1","0",120736.04,"0",FALSE,FALSE,FALSE,26,0,0,134.151155555556,"26-30","3Q"
710,"Germany","Female",24,2,110407.44,"2","0","0",15832.43,"1",FALSE,FALSE,FALSE,22,36802.48,2.3244997767241,27.4868576388889,"<25","1Q"
697,"France","Female",76,7,0,"2","0","1",188772.45,"0",FALSE,FALSE,FALSE,69,0,0,32.6822108725762,"76-80","4Q"
619,"Germany","Female",41,8,142015.76,"2","1","0",114323.66,"0",FALSE,FALSE,FALSE,33,15779.5288888889,0.138025050010548,68.0093158834027,"41-45","3Q"
648,"Spain","Male",55,1,81370.07,"1","0","1",181534.04,"0",FALSE,FALSE,FALSE,54,40685.035,0.224117939533544,60.011252892562,"51-55","4Q"
482,"Germany","Female",48,2,69329.47,"1","0","0",102640.52,"1",FALSE,FALSE,FALSE,46,23109.8233333333,0.225153022737349,44.5488368055556,"46-50","3Q"
548,"France","Female",28,8,116755.5,"2","1","1",158585.17,"1",FALSE,FALSE,FALSE,20,12972.8333333333,0.0818035717547444,202.27700255102,"26-30","4Q"
752,"Spain","Male",44,6,83870.33,"1","1","0",178722.24,"0",FALSE,FALSE,FALSE,38,11981.4757142857,0.0670396460691502,92.3152066115702,"41-45","4Q"
648,"France","Female",39,6,130694.89,"2","1","1",153955.38,"1",FALSE,FALSE,FALSE,33,18670.6985714286,0.12127344020994,101.219842209073,"36-40","4Q"
643,"Spain","Female",34,8,117451.47,"1","1","0",65374.86,"0",FALSE,FALSE,FALSE,26,13050.1633333333,0.199620516714427,56.5526470588235,"31-35","2Q"
573,"Germany","Female",35,9,206868.78,"2","0","1",102986.15,"0",FALSE,FALSE,FALSE,26,20686.878,0.200870485982824,84.0703265306122,"31-35","3Q"
686,"France","Female",39,3,111695.62,"1","0","0",136643.84,"0",FALSE,FALSE,FALSE,36,27923.905,0.204355388431707,89.8381591058514,"36-40","3Q"
644,"France","Female",40,9,137285.26,"4","1","0",77063.63,"1",TRUE,FALSE,TRUE,31,13728.526,0.178145332629672,48.16476875,"36-40","2Q"
702,"France","Female",29,6,149218.39,"1","1","1",9633.01,"0",FALSE,FALSE,FALSE,23,21316.9128571429,2.21290259816432,11.4542330558859,"26-30","1Q"
652,"France","Male",51,7,0,"2","0","1",43496.36,"0",FALSE,FALSE,FALSE,44,0,0,16.7229373317955,"51-55","1Q"
641,"Spain","Male",32,7,0,"2","1","1",24267.28,"0",FALSE,FALSE,FALSE,25,0,0,23.698515625,"31-35","1Q"
692,"Germany","Female",41,8,130701.29,"1","1","0",59354.24,"1",FALSE,FALSE,FALSE,33,14522.3655555556,0.244672757254672,35.3088875669244,"41-45","2Q"
574,"Spain","Male",34,5,0,"2","0","0",28269.86,"0",FALSE,FALSE,FALSE,29,0,0,24.4548961937716,"31-35","1Q"
643,"France","Female",31,3,167949.48,"1","1","0",143162.34,"0",FALSE,FALSE,FALSE,28,41987.37,0.293285021745244,148.972258064516,"31-35","3Q"
834,"France","Male",23,4,131254.81,"1","1","0",20199.3,"0",FALSE,FALSE,FALSE,19,26250.962,1.29959760981816,38.1839319470699,"<25","1Q"
591,"France","Male",28,5,0,"2","1","1",48606.92,"0",FALSE,FALSE,FALSE,23,0,0,61.9986224489796,"26-30","1Q"
470,"Spain","Male",34,9,0,"2","0","1",89013.67,"0",FALSE,FALSE,FALSE,25,0,0,77.0014446366782,"31-35","2Q"
608,"Spain","Male",34,7,86656.13,"1","0","1",59890.29,"0",FALSE,FALSE,FALSE,27,10832.01625,0.18086431456585,51.8082093425606,"31-35","2Q"
649,"Germany","Female",37,8,114737.26,"1","1","1",106655.88,"1",FALSE,FALSE,FALSE,29,12748.5844444444,0.119530066644656,77.9078743608473,"36-40","3Q"
665,"France","Female",38,5,0,"2","1","0",156439.56,"0",FALSE,FALSE,FALSE,33,0,0,108.337645429363,"36-40","4Q"
651,"France","Female",39,6,0,"1","1","0",24176.44,"0",FALSE,FALSE,FALSE,33,0,0,15.8950953320184,"36-40","1Q"
555,"Germany","Male",62,4,119817.33,"1","0","1",43507.1,"1",FALSE,FALSE,FALSE,58,23963.466,0.550794376090339,11.3181841831426,"61-65","1Q"
637,"France","Female",48,7,130806.99,"2","1","1",132005.85,"1",FALSE,FALSE,FALSE,41,16350.87375,0.123864766220588,57.2942057291667,"46-50","3Q"
675,"France","Female",49,0,0,"1","1","1",80496.71,"1",FALSE,FALSE,FALSE,49,0,0,33.5263265306122,"46-50","2Q"
677,"Spain","Male",40,5,0,"2","1","0",88947.56,"0",FALSE,FALSE,FALSE,35,0,0,55.592225,"36-40","2Q"
850,"Germany","Female",35,2,80931.75,"1","0","0",12639.67,"1",FALSE,FALSE,FALSE,33,26977.25,2.13433182986581,10.3180979591837,"31-35","1Q"
815,"France","Female",56,3,0,"3","1","1",94248.16,"1",FALSE,TRUE,TRUE,53,0,0,30.0536224489796,"56-60","2Q"
665,"Germany","Male",32,1,132178.67,"1","0","0",11865.76,"0",FALSE,FALSE,FALSE,31,66089.335,5.5697515371961,11.58765625,"31-35","1Q"
485,"France","Female",27,3,0,"2","1","0",141449.86,"0",FALSE,FALSE,FALSE,24,0,0,194.032729766804,"26-30","3Q"
577,"Spain","Male",43,6,0,"2","1","1",149457.81,"0",FALSE,FALSE,FALSE,37,0,0,80.8316982152515,"41-45","4Q"
586,"France","Female",35,7,164769.02,"3","1","0",119814.25,"1",FALSE,TRUE,TRUE,28,20596.1275,0.171900483456684,97.8075510204082,"31-35","3Q"
722,"Germany","Male",29,1,107233.85,"2","1","0",24924.92,"0",FALSE,FALSE,FALSE,28,53616.925,2.15113729552592,29.6372413793103,"26-30","1Q"
528,"France","Female",27,7,176227.07,"2","0","1",139481.53,"0",FALSE,FALSE,FALSE,20,22028.38375,0.157930471152704,191.33268861454,"26-30","3Q"
542,"France","Female",39,4,109949.39,"2","1","1",41268.65,"0",FALSE,FALSE,FALSE,35,21989.878,0.532847040065522,27.132577251808,"36-40","1Q"
552,"France","Female",34,5,0,"2","1","1",1351.41,"0",FALSE,FALSE,FALSE,29,0,0,1.16903979238754,"31-35","1Q"
678,"France","Female",60,10,117738.81,"1","1","0",147489.76,"1",FALSE,FALSE,FALSE,50,10703.5281818182,0.0725713309304875,40.9693777777778,"56-60","3Q"
575,"Spain","Female",37,9,133292.45,"1","1","0",111175.09,"0",FALSE,FALSE,FALSE,28,13329.245,0.119894168738699,81.2089773557341,"36-40","3Q"
669,"France","Female",43,1,160474.59,"1","1","1",95963.14,"0",FALSE,FALSE,FALSE,42,80237.295,0.836126193869855,51.9000216333153,"41-45","2Q"
636,"France","Male",43,6,0,"2","1","0",43128.95,"0",FALSE,FALSE,FALSE,37,0,0,23.3255543537047,"41-45","1Q"
667,"Germany","Male",55,9,154393.43,"1","1","1",137674.96,"1",FALSE,FALSE,FALSE,46,15439.343,0.112143435523787,45.5123834710744,"51-55","3Q"
652,"Germany","Female",45,9,110827.49,"1","1","1",153383.54,"1",FALSE,FALSE,FALSE,36,11082.749,0.0722551389803626,75.7449580246914,"41-45","4Q"
637,"Germany","Female",36,10,145750.45,"2","1","1",96660.76,"0",FALSE,FALSE,FALSE,26,13250.0409090909,0.137077764638835,74.5839197530864,"36-40","2Q"
516,"Spain","Female",45,8,109044.3,"1","0","1",115818.16,"0",FALSE,FALSE,FALSE,37,12116.0333333333,0.104612552412621,57.1941530864198,"41-45","3Q"
801,"France","Female",32,4,75170.54,"1","1","1",37898.5,"0",FALSE,FALSE,FALSE,28,15034.108,0.396694011636344,37.01025390625,"31-35","1Q"
692,"France","Female",42,2,0,"2","1","0",145222.93,"0",FALSE,FALSE,FALSE,40,0,0,82.3259240362812,"41-45","3Q"
585,"France","Female",28,6,105795.9,"1","1","1",41219.09,"0",FALSE,FALSE,FALSE,22,15113.7,0.366667483440319,52.5753698979592,"26-30","1Q"
590,"France","Male",32,5,0,"2","1","0",59249.83,"0",FALSE,FALSE,FALSE,27,0,0,57.861162109375,"31-35","2Q"
554,"Spain","Male",66,8,0,"2","1","1",116747.62,"0",FALSE,FALSE,FALSE,58,0,0,26.8015656565657,"66-70","3Q"
659,"France","Female",49,1,0,"1","1","0",116249.72,"1",FALSE,FALSE,FALSE,48,0,0,48.4172094960433,"46-50","3Q"
690,"France","Female",26,3,118097.87,"1","1","0",61257.83,"0",FALSE,FALSE,FALSE,23,29524.4675,0.481970508912901,90.6180917159763,"26-30","2Q"
697,"Germany","Male",29,0,172693.54,"1","0","0",141798.98,"0",FALSE,FALSE,FALSE,29,172693.54,1.21787575622899,168.607586206897,"26-30","3Q"
610,"France","Male",36,4,129440.3,"2","1","0",102638.35,"0",FALSE,FALSE,FALSE,32,25888.06,0.252225995449069,79.1962577160494,"36-40","3Q"
599,"Spain","Male",36,4,0,"2","0","0",13210.56,"0",FALSE,FALSE,FALSE,32,0,0,10.1933333333333,"36-40","1Q"
544,"France","Male",23,1,96471.2,"1","1","0",35550.97,"0",FALSE,FALSE,FALSE,22,48235.6,1.35680123495927,67.2041020793951,"<25","1Q"
548,"France","Female",46,1,0,"1","1","1",104469.06,"1",FALSE,FALSE,FALSE,45,0,0,49.371011342155,"46-50","3Q"
635,"Spain","Male",24,4,140197.18,"1","1","1",142935.83,"0",FALSE,FALSE,FALSE,20,28039.436,0.196168000703532,248.152482638889,"<25","3Q"
722,"France","Male",20,6,0,"2","1","0",195486.28,"0",FALSE,FALSE,FALSE,14,0,0,488.7157,"<25","4Q"
564,"France","Female",33,4,135946.26,"1","1","0",63170,"0",FALSE,FALSE,FALSE,29,27189.252,0.430413993984486,58.0073461891644,"31-35","2Q"
719,"France","Male",69,3,0,"2","1","1",58320.06,"0",FALSE,FALSE,FALSE,66,0,0,12.2495400126024,"66-70","2Q"
547,"Germany","Male",50,3,81290.02,"3","0","1",177747.03,"1",FALSE,TRUE,TRUE,47,20322.505,0.114333865381604,71.098812,"46-50","4Q"
850,"France","Female",42,8,0,"1","1","0",19632.64,"1",FALSE,FALSE,FALSE,34,0,0,11.1296145124717,"41-45","1Q"
515,"Germany","Male",60,9,113715.36,"1","1","0",18424.24,"1",FALSE,FALSE,FALSE,51,11371.536,0.617205160158574,5.11784444444444,"56-60","1Q"
667,"Spain","Male",56,2,168883.08,"1","0","1",18897.78,"0",FALSE,FALSE,FALSE,54,56294.36,2.97888746720514,6.02607780612245,"56-60","1Q"
607,"Germany","Male",36,8,143421.74,"1","1","0",97879.02,"0",FALSE,FALSE,FALSE,28,15935.7488888889,0.162810670651268,75.5239351851852,"36-40","2Q"
525,"France","Male",26,7,153644.39,"1","1","1",63197.88,"0",FALSE,FALSE,FALSE,19,19205.54875,0.303895458993245,93.4879881656805,"26-30","2Q"
606,"Spain","Female",53,1,109330.06,"1","1","1",75860.01,"0",FALSE,FALSE,FALSE,52,54665.03,0.720604044212491,27.0060555357779,"51-55","2Q"
686,"Germany","Female",27,1,115095.88,"2","0","0",78622.46,"0",FALSE,FALSE,FALSE,26,57547.94,0.731952930498486,107.849739368999,"26-30","2Q"
611,"France","Male",35,10,0,"1","1","1",23598.23,"1",FALSE,FALSE,FALSE,25,0,0,19.2638612244898,"31-35","1Q"
827,"Spain","Male",46,1,183276.32,"1","1","1",13460.27,"0",FALSE,FALSE,FALSE,45,91638.16,6.80804768403606,6.36118620037807,"46-50","1Q"
572,"France","Male",33,9,68193.72,"1","1","0",19998.31,"0",FALSE,FALSE,FALSE,24,6819.372,0.340997414281507,18.3639210284665,"31-35","1Q"
726,"France","Female",32,8,0,"2","0","0",185075.63,"0",FALSE,FALSE,FALSE,24,0,0,180.737919921875,"31-35","4Q"
579,"Germany","Male",31,6,139729.54,"1","0","1",135815.38,"0",FALSE,FALSE,FALSE,25,19961.3628571429,0.146974244427567,141.327138397503,"31-35","3Q"
598,"Spain","Female",56,4,98365.33,"1","1","1",44251.33,"0",FALSE,FALSE,FALSE,52,19673.066,0.444575699758629,14.1107557397959,"56-60","1Q"
663,"France","Male",36,10,0,"2","1","0",136349.55,"0",FALSE,FALSE,FALSE,26,0,0,105.207986111111,"36-40","3Q"
